pintu,1934,2160,lift-lantai-3_0001.png,3840,2160
pintu,1935,2156,lift-lantai-3_0002.png,3840,2160
pintu,1931,2160,lift-lantai-3_0007.png,3840,2160
pintu,1931,2158,lift-lantai-3_0008.png,3840,2160
pintu,1930,2158,lift-lantai-3_0009.png,3840,2160
pintu,1931,2159,lift-lantai-3_0010.png,3840,2160
pintu,1930,2159,lift-lantai-3_0011.png,3840,2160
pintu,1930,2158,lift-lantai-3_0012.png,3840,2160
pintu,1930,2156,lift-lantai-3_0013.png,3840,2160
pintu,1927,2159,lift-lantai-3_0014.png,3840,2160
pintu,1927,2158,lift-lantai-3_0015.png,3840,2160
pintu,1925,2157,lift-lantai-3_0016.png,3840,2160
pintu,1923,2158,lift-lantai-3_0017.png,3840,2160
pintu,1922,2158,lift-lantai-3_0018.png,3840,2160
pintu,1917,2159,lift-lantai-3_0019.png,3840,2160
pintu,1914,2159,lift-lantai-3_0020.png,3840,2160
pintu,1909,2159,lift-lantai-3_0021.png,3840,2160
pintu,1907,2156,lift-lantai-3_0022.png,3840,2160
pintu,1907,2159,lift-lantai-3_0023.png,3840,2160
pintu,1906,2158,lift-lantai-3_0024.png,3840,2160
pintu,1901,2159,lift-lantai-3_0025.png,3840,2160
pintu,1898,2158,lift-lantai-3_0026.png,3840,2160
pintu,1891,2156,lift-lantai-3_0027.png,3840,2160
pintu,1885,2159,lift-lantai-3_0028.png,3840,2160
pintu,1874,2156,lift-lantai-3_0029.png,3840,2160
pintu,1862,2156,lift-lantai-3_0030.png,3840,2160
pintu,1851,2159,lift-lantai-3_0031.png,3840,2160
pintu,1833,2159,lift-lantai-3_0032.png,3840,2160
pintu,1814,2158,lift-lantai-3_0033.png,3840,2160
pintu,1788,2154,lift-lantai-3_0034.png,3840,2160
pintu,1766,2159,lift-lantai-3_0035.png,3840,2160
pintu,1730,2158,lift-lantai-3_0036.png,3840,2160
pintu,1698,2154,lift-lantai-3_0037.png,3840,2160
pintu,1653,2151,lift-lantai-3_0038.png,3840,2160
